store,period,forecast_demand,forecast_fulfilled_demand,forecast_shortage,forecast_fulfillment_rate,mode,total_realized_demand,fulfilled_demand,post_shock_shortage,post_shock_fulfillment_rate
MM AN PHU,5,,,,,post_shock_realized,151.376,0.0,151.376,0.0
MM AN PHU,6,,,,,post_shock_realized,517.552,427.8,89.752,0.826584
MM AN PHU,7,,,,,post_shock_realized,65.744,31.0,34.744,0.471526
MM BIEN HOA,1,,,,,post_shock_realized,17.0,17.0,0.0,1.0
MM BIEN HOA,2,,,,,post_shock_realized,16.0,16.0,0.0,1.0
MM BIEN HOA,3,,,,,post_shock_realized,24.0,24.0,0.0,1.0
MM BIEN HOA,4,,,,,post_shock_realized,55.256,55.256,0.0,1.0
MM BIEN HOA,5,,,,,post_shock_realized,22.256,22.256,0.0,1.0
MM BIEN HOA,6,,,,,post_shock_realized,8.0,8.0,0.0,1.0
MM BIEN HOA,7,,,,,post_shock_realized,65.296,51.256,14.04,0.784979
MM BINH DUONG,1,,,,,post_shock_realized,9.0,9.0,0.0,1.0
MM BINH DUONG,2,,,,,post_shock_realized,7.0,7.0,0.0,1.0
MM BINH DUONG,3,,,,,post_shock_realized,4.0,4.0,0.0,1.0
MM BINH DUONG,4,,,,,post_shock_realized,5.0,5.0,0.0,1.0
MM BINH DUONG,5,,,,,post_shock_realized,7.0,7.0,0.0,1.0
MM BINH DUONG,6,,,,,post_shock_realized,4.0,4.0,0.0,1.0
MM BINH DUONG,7,,,,,post_shock_realized,20.0,20.0,0.0,1.0
MM BINH PHU,1,,,,,post_shock_realized,39.0,39.0,0.0,1.0
MM BINH PHU,2,,,,,post_shock_realized,40.0,40.0,0.0,1.0
MM BINH PHU,3,,,,,post_shock_realized,34.0,34.0,0.0,1.0
MM BINH PHU,4,,,,,post_shock_realized,22.0,22.0,0.0,1.0
MM BINH PHU,5,,,,,post_shock_realized,8.0,8.0,0.0,1.0
MM BINH PHU,6,,,,,post_shock_realized,31.0,31.0,0.0,1.0
MM BINH PHU,7,,,,,post_shock_realized,23.0,22.2,0.8,0.965217
MM DA NANG,1,,,,,post_shock_realized,28.408,28.408,0.0,1.0
MM DA NANG,2,,,,,post_shock_realized,39.264,39.264,0.0,1.0
MM DA NANG,3,,,,,post_shock_realized,13.088,13.088,0.0,1.0
MM DA NANG,4,,,,,post_shock_realized,5.832,0.944,4.888,0.161866
MM DA NANG,5,,,,,post_shock_realized,153.0,143.0,10.0,0.934641
MM DA NANG,6,,,,,post_shock_realized,40.552,40.552,0.0,1.0
MM DA NANG,7,,,,,post_shock_realized,34.0,26.0,8.0,0.764706
MM HIEP PHU,1,,,,,post_shock_realized,9.128,9.128,0.0,1.0
MM HIEP PHU,2,,,,,post_shock_realized,21.384,21.384,0.0,1.0
MM HIEP PHU,3,,,,,post_shock_realized,12.512,12.512,0.0,1.0
MM HIEP PHU,4,,,,,post_shock_realized,22.0,22.0,0.0,1.0
MM HIEP PHU,5,,,,,post_shock_realized,8.368,8.368,0.0,1.0
MM HIEP PHU,6,,,,,post_shock_realized,0.896,0.896,0.0,1.0
MM HIEP PHU,7,,,,,post_shock_realized,1.96,1.96,0.0,1.0
